Food code,Start date,End date,Moisture change,Fat change,Type of fat
11720400,1/1/2009,12/31/2010,0,0,0
11720401,1/1/2009,12/31/2010,0,0,0
11720402,1/1/2009,12/31/2010,0,0,0
11720403,1/1/2009,12/31/2010,0,0,0
11720410,1/1/2009,12/31/2010,0,0,0
11720411,1/1/2009,12/31/2010,0,0,0
11720412,1/1/2009,12/31/2010,0,0,0
11720413,1/1/2009,12/31/2010,0,0,0
11720600,1/1/2009,12/31/2010,0,0,0
11720601,1/1/2009,12/31/2010,0,0,0
11720602,1/1/2009,12/31/2010,0,0,0
11720603,1/1/2009,12/31/2010,0,0,0
11720610,1/1/2009,12/31/2010,0,0,0
11720611,1/1/2009,12/31/2010,0,0,0
11720612,1/1/2009,12/31/2010,0,0,0
11720613,1/1/2009,12/31/2010,0,0,0
11720703,1/1/2009,12/31/2010,0,0,0
11720800,1/1/2009,12/31/2010,0,0,0
11720801,1/1/2009,12/31/2010,0,0,0
11720802,1/1/2009,12/31/2010,0,0,0
11720803,1/1/2009,12/31/2010,0,0,0
11740300,1/1/2009,12/31/2010,0,0,0
11740301,1/1/2009,12/31/2010,0,0,0
11740302,1/1/2009,12/31/2010,0,0,0
11740303,1/1/2009,12/31/2010,0,0,0
11740310,1/1/2009,12/31/2010,0,0,0
11740311,1/1/2009,12/31/2010,0,0,0
11740312,1/1/2009,12/31/2010,0,0,0
11740313,1/1/2009,12/31/2010,0,0,0
11740400,1/1/2009,12/31/2010,0,0,0
11740403,1/1/2009,12/31/2010,0,0,0
11740503,1/1/2009,12/31/2010,0,0,0
11740600,1/1/2009,12/31/2010,0,0,0
11740603,1/1/2009,12/31/2010,0,0,0
11810000,1/1/2009,12/31/2010,0,0,0
11811000,1/1/2009,12/31/2010,0,0,0
11812000,1/1/2009,12/31/2010,0,0,0
11813000,1/1/2009,12/31/2010,0,0,0
11820000,1/1/2009,12/31/2010,0,0,0
11825000,1/1/2009,12/31/2010,0,0,0
11830100,1/1/2009,12/31/2010,0,0,0
11830110,1/1/2009,12/31/2010,0,0,0
11830120,1/1/2009,12/31/2010,0,0,0
11830140,1/1/2009,12/31/2010,0,0,0
11830150,1/1/2009,12/31/2010,0,0,0
11830160,1/1/2009,12/31/2010,0,0,0
11830170,1/1/2009,12/31/2010,0,0,0
11830200,1/1/2009,12/31/2010,0,0,0
11830210,1/1/2009,12/31/2010,0,0,0
11830250,1/1/2009,12/31/2010,0,0,0
11830260,1/1/2009,12/31/2010,0,0,0
11830400,1/1/2009,12/31/2010,0,0,0
11830450,1/1/2009,12/31/2010,0,0,0
11830500,1/1/2009,12/31/2010,0,0,0
11830550,1/1/2009,12/31/2010,0,0,0
11830800,1/1/2009,12/31/2010,0,0,0
11830810,1/1/2009,12/31/2010,0,0,0
11830900,1/1/2009,12/31/2010,0,0,0
11830940,1/1/2009,12/31/2010,0,0,0
11830970,1/1/2009,12/31/2010,0,0,0
11830990,1/1/2009,12/31/2010,0,0,0
11831500,1/1/2009,12/31/2010,0,0,0
11832000,1/1/2009,12/31/2010,0,0,0
11836000,1/1/2009,12/31/2010,0,0,0
11836100,1/1/2009,12/31/2010,0,0,0
12100100,1/1/2009,12/31/2010,0,0,0
12110100,1/1/2009,12/31/2010,0,0,0
12110300,1/1/2009,12/31/2010,0,0,0
12120100,1/1/2009,12/31/2010,0,0,0
12120105,1/1/2009,12/31/2010,0,0,0
12120110,1/1/2009,12/31/2010,0,0,0
12130100,1/1/2009,12/31/2010,0,0,0
12130200,1/1/2009,12/31/2010,0,0,0
12140000,1/1/2009,12/31/2010,0,0,0
12140100,1/1/2009,12/31/2010,0,0,0
12140105,1/1/2009,12/31/2010,0,0,0
12140110,1/1/2009,12/31/2010,0,0,0
12200100,1/1/2009,12/31/2010,0,0,0
12210100,1/1/2009,12/31/2010,0,0,0
12210200,1/1/2009,12/31/2010,0,0,0
12210210,1/1/2009,12/31/2010,0,0,0
12210250,1/1/2009,12/31/2010,0,0,0
12210255,1/1/2009,12/31/2010,0,0,0
12210260,1/1/2009,12/31/2010,0,0,0
12210270,1/1/2009,12/31/2010,0,0,0
12210305,1/1/2009,12/31/2010,0,0,0
12210310,1/1/2009,12/31/2010,0,0,0
12210400,1/1/2009,12/31/2010,0,0,0
12210410,1/1/2009,12/31/2010,0,0,0
12210420,1/1/2009,12/31/2010,0,0,0
12210430,1/1/2009,12/31/2010,0,0,0
12210440,1/1/2009,12/31/2010,0,0,0
12210500,1/1/2009,12/31/2010,0,0,0
12210505,1/1/2009,12/31/2010,0,0,0
12220000,1/1/2009,12/31/2010,0,0,0
12220100,1/1/2009,12/31/2010,0,0,0
12220200,1/1/2009,12/31/2010,0,0,0
12220250,1/1/2009,12/31/2010,0,0,0
12220270,1/1/2009,12/31/2010,0,0,0
12220280,1/1/2009,12/31/2010,0,0,0
12220300,1/1/2009,12/31/2010,0,0,0
12220400,1/1/2009,12/31/2010,0,0,0
12310100,1/1/2009,12/31/2010,0,0,0
12310200,1/1/2009,12/31/2010,0,0,0
12310300,1/1/2009,12/31/2010,0,0,0
12310350,1/1/2009,12/31/2010,0,0,0
12310370,1/1/2009,12/31/2010,0,0,0
12320100,1/1/2009,12/31/2010,0,0,0
12320200,1/1/2009,12/31/2010,0,0,0
12350000,1/1/2009,12/31/2010,0,0,0
12350020,1/1/2009,12/31/2010,0,0,0
12350100,1/1/2009,12/31/2010,0,0,0
13110000,1/1/2009,12/31/2010,0,0,0
13110100,1/1/2009,12/31/2010,0,0,0
13110110,1/1/2009,12/31/2010,0,0,0
13110120,1/1/2009,12/31/2010,0,0,0
13110130,1/1/2009,12/31/2010,0,0,0
13110140,1/1/2009,12/31/2010,0,0,0
13110200,1/1/2009,12/31/2010,0,0,0
13110210,1/1/2009,12/31/2010,0,0,0
13110220,1/1/2009,12/31/2010,0,0,0
13110310,1/1/2009,12/31/2010,0,0,0
13110320,1/1/2009,12/31/2010,0,0,0
13110330,1/1/2009,12/31/2010,0,0,0
13120050,1/1/2009,12/31/2010,0,0,0
13120100,1/1/2009,12/31/2010,0,0,0
13120110,1/1/2009,12/31/2010,0,0,0
13120120,1/1/2009,12/31/2010,0,0,0
13120121,1/1/2009,12/31/2010,0,0,0
13120130,1/1/2009,12/31/2010,0,0,0
13120140,1/1/2009,12/31/2010,0,0,0
13120300,1/1/2009,12/31/2010,0,0,0
13120400,1/1/2009,12/31/2010,0,0,0
13120500,1/1/2009,12/31/2010,0,0,0
13120550,1/1/2009,12/31/2010,0,0,0
13120700,1/1/2009,12/31/2010,0,0,0
13120710,1/1/2009,12/31/2010,0,0,0
13120720,1/1/2009,12/31/2010,0,0,0
13120730,1/1/2009,12/31/2010,0,0,0
13120740,1/1/2009,12/31/2010,0,0,0
13120750,1/1/2009,12/31/2010,0,0,0
13120760,1/1/2009,12/31/2010,0,0,0
13120770,1/1/2009,12/31/2010,0,0,0
13120780,1/1/2009,12/31/2010,0,0,0
13120790,1/1/2009,12/31/2010,0,0,0
13120800,1/1/2009,12/31/2010,0,0,0
13120810,1/1/2009,12/31/2010,0,0,0
13121000,1/1/2009,12/31/2010,0,0,0
13121100,1/1/2009,12/31/2010,0,0,0
13121200,1/1/2009,12/31/2010,0,0,0
13121300,1/1/2009,12/31/2010,0,0,0
13121400,1/1/2009,12/31/2010,0,0,0
13121500,1/1/2009,12/31/2010,-2,0,0
13122100,1/1/2009,12/31/2010,0,0,0
13122500,1/1/2009,12/31/2010,0,0,0
13126000,1/1/2009,12/31/2010,0,5,4616
13130100,1/1/2009,12/31/2010,0,0,0
13130300,1/1/2009,12/31/2010,0,0,0
13130310,1/1/2009,12/31/2010,0,0,0
13130320,1/1/2009,12/31/2010,0,0,0
13130330,1/1/2009,12/31/2010,0,0,0
13130340,1/1/2009,12/31/2010,0,0,0
13130590,1/1/2009,12/31/2010,0,0,0
13130600,1/1/2009,12/31/2010,0,0,0
13130610,1/1/2009,12/31/2010,0,0,0
13130620,1/1/2009,12/31/2010,0,0,0
13130630,1/1/2009,12/31/2010,0,0,0
13130640,1/1/2009,12/31/2010,0,0,0
13130700,1/1/2009,12/31/2010,0,0,0
13135000,1/1/2009,12/31/2010,0,0,0
13135010,1/1/2009,12/31/2010,0,0,0
13136000,1/1/2009,12/31/2010,0,0,0
13140100,1/1/2009,12/31/2010,0,0,0
13140110,1/1/2009,12/31/2010,0,0,0
13140450,1/1/2009,12/31/2010,0,0,0
13140500,1/1/2009,12/31/2010,0,0,0
13140550,1/1/2009,12/31/2010,0,0,0
13140600,1/1/2009,12/31/2010,0,0,0
13140630,1/1/2009,12/31/2010,0,0,0
13140650,1/1/2009,12/31/2010,0,0,0
13140660,1/1/2009,12/31/2010,0,0,0
13140670,1/1/2009,12/31/2010,0,0,0
13140680,1/1/2009,12/31/2010,0,0,0
13140700,1/1/2009,12/31/2010,0,0,0
13140900,1/1/2009,12/31/2010,0,0,0
13142000,1/1/2009,12/31/2010,0,0,0
13150000,1/1/2009,12/31/2010,0,0,0
13160150,1/1/2009,12/31/2010,0,0,0
13160160,1/1/2009,12/31/2010,0,0,0
13160400,1/1/2009,12/31/2010,0,0,0
13160410,1/1/2009,12/31/2010,0,0,0
13160420,1/1/2009,12/31/2010,0,0,0
13161000,1/1/2009,12/31/2010,0,0,0
13161500,1/1/2009,12/31/2010,0,0,0
13161520,1/1/2009,12/31/2010,0,0,0
13161600,1/1/2009,12/31/2010,0,0,0
13161630,1/1/2009,12/31/2010,0,0,0
13170000,1/1/2009,12/31/2010,-3.1,0,0
13200110,1/1/2009,12/31/2010,0,0,0
13210110,1/1/2009,12/31/2010,-10,0,0
13210150,1/1/2009,12/31/2010,-16.6,0,0
13210160,1/1/2009,12/31/2010,-34.6,0,0
13210180,1/1/2009,12/31/2010,0,0,0
13210190,1/1/2009,12/31/2010,-5.5,0,0
13210220,1/1/2009,12/31/2010,0,0,0
13210250,1/1/2009,12/31/2010,0,0,0
13210260,1/1/2009,12/31/2010,-18.9,0,0
13210270,1/1/2009,12/31/2010,-20.7,0,0
13210280,1/1/2009,12/31/2010,0,0,0
13210290,1/1/2009,12/31/2010,0,0,0
13210300,1/1/2009,12/31/2010,-10,0,0
13210350,1/1/2009,12/31/2010,-10,0,0
13210410,1/1/2009,12/31/2010,-20,0,0
13210450,1/1/2009,12/31/2010,-1.8,0,0
13210500,1/1/2009,12/31/2010,-10,0,0
13210520,1/1/2009,12/31/2010,-10,0,0
13210530,1/1/2009,12/31/2010,-10,0,0
13210610,1/1/2009,12/31/2010,-1.5,0,0
13210710,1/1/2009,12/31/2010,-13,0,0
13210750,1/1/2009,12/31/2010,0,0,0
13210810,1/1/2009,12/31/2010,-11.7,0,0
13210820,1/1/2009,12/31/2010,-45,0,0
13220110,1/1/2009,12/31/2010,-1.5,0,0
13220120,1/1/2009,12/31/2010,-1.5,0,0
13220210,1/1/2009,12/31/2010,0,0,0
13220220,1/1/2009,12/31/2010,0,0,0
13220230,1/1/2009,12/31/2010,0,0,0
13220235,1/1/2009,12/31/2010,0,0,0
13220240,1/1/2009,12/31/2010,0,0,0
13220245,1/1/2009,12/31/2010,0,0,0
13230110,1/1/2009,12/31/2010,0,0,0
13230120,1/1/2009,12/31/2010,0,0,0
13230130,1/1/2009,12/31/2010,0,0,0
13230140,1/1/2009,12/31/2010,0,0,0
13230200,1/1/2009,12/31/2010,0,0,0
13230500,1/1/2009,12/31/2010,0,0,0
13230510,1/1/2009,12/31/2010,0,0,0
13241000,1/1/2009,12/31/2010,0,0,0
13250000,1/1/2009,12/31/2010,-6.4,0,0
13250100,1/1/2009,12/31/2010,0,0,0
13250200,1/1/2009,12/31/2010,0,0,0
13251000,1/1/2009,12/31/2010,0,0,0
13252100,1/1/2009,12/31/2010,-14,0,0
13252200,1/1/2009,12/31/2010,0,0,0
13252500,1/1/2009,12/31/2010,-19,0,0
13252600,1/1/2009,12/31/2010,0,0,0
13310000,1/1/2009,12/31/2010,0,0,0
13311000,1/1/2009,12/31/2010,0,0,0
13312000,1/1/2009,12/31/2010,0,0,0
13411000,1/1/2009,12/31/2010,-10,0,0
13412000,1/1/2009,12/31/2010,-10,0,0
14010000,1/1/2009,12/31/2010,0,0,0
14010100,1/1/2009,12/31/2010,0,0,0
14100100,1/1/2009,12/31/2010,0,0,0
14101010,1/1/2009,12/31/2010,0,0,0
14102010,1/1/2009,12/31/2010,0,0,0
14102110,1/1/2009,12/31/2010,0,0,0
14103010,1/1/2009,12/31/2010,0,0,0
14103020,1/1/2009,12/31/2010,0,0,0
14104010,1/1/2009,12/31/2010,0,0,0
14104015,1/1/2009,12/31/2010,0,0,0
14104020,1/1/2009,12/31/2010,-23.8,0,0
14104200,1/1/2009,12/31/2010,0,0,0
14104250,1/1/2009,12/31/2010,0,0,0
14104400,1/1/2009,12/31/2010,0,0,0
14104600,1/1/2009,12/31/2010,0,0,0
14104700,1/1/2009,12/31/2010,0,0,0
14105010,1/1/2009,12/31/2010,0,0,0
14105200,1/1/2009,12/31/2010,0,0,0
14106010,1/1/2009,12/31/2010,0,0,0
14106200,1/1/2009,12/31/2010,0,0,0
14106500,1/1/2009,12/31/2010,0,0,0
14107010,1/1/2009,12/31/2010,0,0,0
14107020,1/1/2009,12/31/2010,0,0,0
14107030,1/1/2009,12/31/2010,0,0,0
14107040,1/1/2009,12/31/2010,0,0,0
14107060,1/1/2009,12/31/2010,0,0,0
14107200,1/1/2009,12/31/2010,0,0,0
14107250,1/1/2009,12/31/2010,0,0,0
14108010,1/1/2009,12/31/2010,0,0,0
14108015,1/1/2009,12/31/2010,0,0,0
14108020,1/1/2009,12/31/2010,0,0,0
14108050,1/1/2009,12/31/2010,0,0,0
14108060,1/1/2009,12/31/2010,0,0,0
14108200,1/1/2009,12/31/2010,0,0,0
14108400,1/1/2009,12/31/2010,0,0,0
14108420,1/1/2009,12/31/2010,0,0,0
14109010,1/1/2009,12/31/2010,0,0,0
14109020,1/1/2009,12/31/2010,0,0,0
14109030,1/1/2009,12/31/2010,0,0,0
14110010,1/1/2009,12/31/2010,0,0,0
14110030,1/1/2009,12/31/2010,0,0,0
14120010,1/1/2009,12/31/2010,0,0,0
14120020,1/1/2009,12/31/2010,0,0,0
14131000,1/1/2009,12/31/2010,0,0,0
14131500,1/1/2009,12/31/2010,0,0,0
14132000,1/1/2009,12/31/2010,0,0,0
14133000,1/1/2009,12/31/2010,0,0,0
14200100,1/1/2009,12/31/2010,0,0,0
14201010,1/1/2009,12/31/2010,0,0,0
14201200,1/1/2009,12/31/2010,0,0,0
14201500,1/1/2009,12/31/2010,0,0,0
14202010,1/1/2009,12/31/2010,0,0,0
14202020,1/1/2009,12/31/2010,0,0,0
14203010,1/1/2009,12/31/2010,0,0,0
14203020,1/1/2009,12/31/2010,0,0,0
14203510,1/1/2009,12/31/2010,0,0,0
14204010,1/1/2009,12/31/2010,0,0,0
14204020,1/1/2009,12/31/2010,0,0,0
14204030,1/1/2009,12/31/2010,0,0,0
14206010,1/1/2009,12/31/2010,0,0,0
14207010,1/1/2009,12/31/2010,0,0,0
14301010,1/1/2009,12/31/2010,0,0,0
14303010,1/1/2009,12/31/2010,0,0,0
14410100,1/1/2009,12/31/2010,0,0,0
14410200,1/1/2009,12/31/2010,0,0,0
14410210,1/1/2009,12/31/2010,0,0,0
14410300,1/1/2009,12/31/2010,0,0,0
14410330,1/1/2009,12/31/2010,0,0,0
14410350,1/1/2009,12/31/2010,0,0,0
14410380,1/1/2009,12/31/2010,0,0,0
14410400,1/1/2009,12/31/2010,0,0,0
14410420,1/1/2009,12/31/2010,0,0,0
14410500,1/1/2009,12/31/2010,0,0,0
14410600,1/1/2009,12/31/2010,0,0,0
14410620,1/1/2009,12/31/2010,0,0,0
14420000,1/1/2009,12/31/2010,0,0,0
