Food code,Start date,End date,Seq num,SR code,SR description,Amount,Measure,Portion code,Retention code,Flag,Weight
13120310,01-Jan-13,31-Dec-14,1,1264,"Ice cream bar, stick or nugget, with crunch coating",100,GM,0,0,0,100
13120400,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",56,GM,0,0,0,56
13120400,01-Jan-13,31-Dec-14,2,9306,"Raspberries, frozen, red, sweetened",44,GM,0,0,0,44
13120500,01-Jan-13,31-Dec-14,1,1238,Ice cream sandwich,100,GM,0,0,0,100
13120550,01-Jan-13,31-Dec-14,1,1239,Ice cream cookie sandwich,100,GM,0,0,0,100
13120700,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",66,GM,0,0,0,66
13120700,01-Jan-13,31-Dec-14,2,18271,"Ice cream cones, cake or wafer-type",1,,60589,0,0,4
13120700,01-Jan-13,31-Dec-14,3,12065,"Nuts, almonds, oil roasted, without salt added",1,TB,10245,0,0,9.813
13120710,01-Jan-13,31-Dec-14,1,1240,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",100,GM,0,0,0,100
13120720,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",60,GM,0,0,0,60
13120720,01-Jan-13,31-Dec-14,2,18271,"Ice cream cones, cake or wafer-type",5,GM,0,0,0,5
13120720,01-Jan-13,31-Dec-14,3,19080,"Candies, semisweet chocolate",6,GM,0,0,0,6
13120730,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",66,GM,0,0,0,66
13120730,01-Jan-13,31-Dec-14,2,18271,"Ice cream cones, cake or wafer-type",1,,60589,0,0,4
13120740,01-Jan-13,31-Dec-14,1,13120730,"Ice cream cone, no topping, flavors other than chocolate",50,GM,0,0,0,50
13120740,01-Jan-13,31-Dec-14,2,13120770,"Ice cream cone, no topping, chocolate ice cream",50,GM,0,0,0,50
13120750,01-Jan-13,31-Dec-14,1,14429,"Beverages, water, tap, municipal",34.4,GM,0,0,0,34.4
13120750,01-Jan-13,31-Dec-14,2,19335,"Sugars, granulated",13.2,GM,0,0,0,13.2
13120750,01-Jan-13,31-Dec-14,3,1003,"Butter oil, anhydrous",5.5,GM,0,0,0,5.5
13120750,01-Jan-13,31-Dec-14,4,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",5.5,GM,0,0,0,5.5
13120750,01-Jan-13,31-Dec-14,5,19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.4,GM,0,0,0,1.4
13120750,01-Jan-13,31-Dec-14,6,18271,"Ice cream cones, cake or wafer-type",1,,60589,0,0,4
13120750,01-Jan-13,31-Dec-14,7,12065,"Nuts, almonds, oil roasted, without salt added",1,TB,10245,0,0,9.813
13120760,01-Jan-13,31-Dec-14,1,14429,"Beverages, water, tap, municipal",34.4,GM,0,0,0,34.4
13120760,01-Jan-13,31-Dec-14,2,19335,"Sugars, granulated",13.2,GM,0,0,0,13.2
13120760,01-Jan-13,31-Dec-14,3,1003,"Butter oil, anhydrous",5.5,GM,0,0,0,5.5
13120760,01-Jan-13,31-Dec-14,4,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",5.5,GM,0,0,0,5.5
13120760,01-Jan-13,31-Dec-14,5,19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.4,GM,0,0,0,1.4
13120760,01-Jan-13,31-Dec-14,6,18271,"Ice cream cones, cake or wafer-type",5,GM,0,0,0,5
13120760,01-Jan-13,31-Dec-14,7,19080,"Candies, semisweet chocolate",6,GM,0,0,0,6
13120770,01-Jan-13,31-Dec-14,1,14429,"Beverages, water, tap, municipal",34.4,GM,0,0,0,34.4
13120770,01-Jan-13,31-Dec-14,2,19335,"Sugars, granulated",13.2,GM,0,0,0,13.2
13120770,01-Jan-13,31-Dec-14,3,1003,"Butter oil, anhydrous",5.5,GM,0,0,0,5.5
13120770,01-Jan-13,31-Dec-14,4,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",5.5,GM,0,0,0,5.5
13120770,01-Jan-13,31-Dec-14,5,19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.4,GM,0,0,0,1.4
13120770,01-Jan-13,31-Dec-14,6,18271,"Ice cream cones, cake or wafer-type",5,GM,0,0,0,5
13120780,01-Jan-13,31-Dec-14,1,14429,"Beverages, water, tap, municipal",34.4,GM,0,0,0,34.4
13120780,01-Jan-13,31-Dec-14,2,19335,"Sugars, granulated",13.2,GM,0,0,0,13.2
13120780,01-Jan-13,31-Dec-14,3,1003,"Butter oil, anhydrous",5.5,GM,0,0,0,5.5
13120780,01-Jan-13,31-Dec-14,4,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",5.5,GM,0,0,0,5.5
13120780,01-Jan-13,31-Dec-14,5,19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.4,GM,0,0,0,1.4
13120780,01-Jan-13,31-Dec-14,6,18271,"Ice cream cones, cake or wafer-type",1,,60589,0,0,4
13120780,01-Jan-13,31-Dec-14,7,19080,"Candies, semisweet chocolate",6,GM,0,0,0,6
13120780,01-Jan-13,31-Dec-14,8,12065,"Nuts, almonds, oil roasted, without salt added",1,TB,10245,0,0,9.813
13120790,01-Jan-13,31-Dec-14,1,1301,Ice cream sundae cone,100,GM,0,0,0,100
13120800,01-Jan-13,31-Dec-14,1,14157,"Beverages, carbonated, root beer",246.4,GM,0,0,3,246.4
13120800,01-Jan-13,31-Dec-14,2,19095,"Ice creams, vanilla",88,GM,0,0,0,88
13120810,01-Jan-13,31-Dec-14,1,14157,"Beverages, carbonated, root beer",246.4,GM,0,0,3,246.4
13120810,01-Jan-13,31-Dec-14,2,19270,"Ice creams, chocolate",88,GM,0,0,0,88
13121000,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",0.5,,10205,0,0,74
13121000,01-Jan-13,31-Dec-14,2,19348,"Syrups, chocolate, fudge-type",1.5,TB,10205,0,0,31.875
13121000,01-Jan-13,31-Dec-14,3,1052,"Cream, fluid, light whipping",1.5,TB,10334,0,0,22.406
13121100,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",0.5,,10205,0,0,74
13121100,01-Jan-13,31-Dec-14,2,19137,"Toppings, strawberry",2,TB,10205,0,0,42.5
13121100,01-Jan-13,31-Dec-14,3,1052,"Cream, fluid, light whipping",1.5,TB,10334,0,0,22.406
13121200,01-Jan-13,31-Dec-14,1,43269,"Frozen novelties, ice cream type, sundae, prepackaged",100,GM,0,0,0,100
13121300,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",0.5,,10205,0,0,74
13121300,01-Jan-13,31-Dec-14,2,19348,"Syrups, chocolate, fudge-type",1,FO,10205,0,0,42.5
13121300,01-Jan-13,31-Dec-14,3,1052,"Cream, fluid, light whipping",1.5,TB,10334,0,0,22.406
13121400,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",0.5,,10205,0,0,74
13121400,01-Jan-13,31-Dec-14,2,91304010,"Topping, butterscotch or caramel",2,TB,10205,0,0,42.5
13121400,01-Jan-13,31-Dec-14,3,1052,"Cream, fluid, light whipping",1.5,TB,10334,0,0,22.406
13121500,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",0.5,,10205,0,0,74
13121500,01-Jan-13,31-Dec-14,2,19348,"Syrups, chocolate, fudge-type",1,FO,10205,0,0,42.5
13121500,01-Jan-13,31-Dec-14,3,1052,"Cream, fluid, light whipping",1.5,TB,10334,0,0,22.406
13121500,01-Jan-13,31-Dec-14,4,20084,"Wheat flour, white, cake, enriched",7,GM,0,301,0,7
13121500,01-Jan-13,31-Dec-14,5,1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",7.2,GM,0,2152,0,7.2
13121500,01-Jan-13,31-Dec-14,6,19335,"Sugars, granulated",8.5,GM,0,0,0,8.5
13121500,01-Jan-13,31-Dec-14,7,4615,"Shortening, vegetable, household, composite",3,GM,0,0,4,3
13121500,01-Jan-13,31-Dec-14,8,1123,"Egg, whole, raw, fresh",3.3,GM,0,101,0,3.3
13121500,01-Jan-13,31-Dec-14,9,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",0.3,GM,0,0,0,0.3
13121500,01-Jan-13,31-Dec-14,10,2047,"Salt, table",0.1,GM,0,0,0,0.1
13121500,01-Jan-13,31-Dec-14,11,14429,"Beverages, water, tap, municipal",0.2,GM,0,0,0,0.2
13122100,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",87,GM,0,0,0,87
13122100,01-Jan-13,31-Dec-14,2,1053,"Cream, fluid, heavy whipping",13,GM,0,0,0,13
13122500,01-Jan-13,31-Dec-14,1,18942,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",213,GM,0,0,0,213
13122500,01-Jan-13,31-Dec-14,2,19095,"Ice creams, vanilla",1,QT,10205,0,0,592
13122500,01-Jan-13,31-Dec-14,3,19348,"Syrups, chocolate, fudge-type",1,C,10205,0,0,340
13122500,01-Jan-13,31-Dec-14,4,1054,"Cream, whipped, cream topping, pressurized",0.75,C,10205,0,0,45
13122500,01-Jan-13,31-Dec-14,5,1073,"Dessert topping, semi solid, frozen",0.75,C,10205,0,0,56.25
13126000,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",80,GM,0,0,0,80
13126000,01-Jan-13,31-Dec-14,2,18173,"Cookies, graham crackers, plain or honey (includes cinnamon)",20,GM,0,0,0,20
13127000,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",100,GM,0,0,0,100
13127010,01-Jan-13,31-Dec-14,1,19270,"Ice creams, chocolate",100,GM,0,0,0,100
13130100,01-Jan-13,31-Dec-14,1,19088,"Ice creams, vanilla, light",100,GM,0,0,0,100
13130300,01-Jan-13,31-Dec-14,1,19088,"Ice creams, vanilla, light",100,GM,0,0,0,100
13130310,01-Jan-13,31-Dec-14,1,19114,"Ice creams, chocolate, light",100,GM,0,0,0,100
13130320,01-Jan-13,31-Dec-14,1,19260,"Ice creams, vanilla, light, no sugar added",100,GM,0,0,0,100
13130330,01-Jan-13,31-Dec-14,1,19260,"Ice creams, vanilla, light, no sugar added",100,GM,0,0,0,100
13130340,01-Jan-13,31-Dec-14,1,19265,"Ice creams, chocolate, light, no sugar added",100,GM,0,0,0,100
13130590,01-Jan-13,31-Dec-14,1,19096,"Ice creams, vanilla, light, soft-serve",100,GM,0,0,0,100
13130600,01-Jan-13,31-Dec-14,1,19096,"Ice creams, vanilla, light, soft-serve",100,GM,0,0,0,100
13130610,01-Jan-13,31-Dec-14,1,1263,"Ice cream, light, soft serve, chocolate",100,GM,0,0,0,100
13130620,01-Jan-13,31-Dec-14,1,21028,"Fast foods, vanilla, light, soft-serve ice cream, with cone",100,GM,0,0,0,100
13130630,01-Jan-13,31-Dec-14,1,21028,"Fast foods, vanilla, light, soft-serve ice cream, with cone",108,GM,0,0,0,108
13130630,01-Jan-13,31-Dec-14,2,19166,"Cocoa, dry powder, unsweetened, processed with alkali",7,GM,0,0,0,7
13130640,01-Jan-13,31-Dec-14,1,21028,"Fast foods, vanilla, light, soft-serve ice cream, with cone",100,GM,0,0,0,100
13130700,01-Jan-13,31-Dec-14,1,21412,"Light Ice Cream, soft serve, blended with milk chocolate candies",50,GM,0,0,0,50
13130700,01-Jan-13,31-Dec-14,2,21413,"Light Ice Cream, soft serve, blended with cookie pieces",50,GM,0,0,0,50
13135000,01-Jan-13,31-Dec-14,1,1241,"Ice cream sandwich, made with light ice cream, vanilla",100,GM,0,0,0,100
13135010,01-Jan-13,31-Dec-14,1,19114,"Ice creams, chocolate, light",76.2,GM,0,0,0,76.2
13135010,01-Jan-13,31-Dec-14,2,20481,"Wheat flour, white, all-purpose, unenriched",14.5,GM,0,0,0,14.5
13135010,01-Jan-13,31-Dec-14,3,19335,"Sugars, granulated",7.1,GM,0,0,0,7.1
13135010,01-Jan-13,31-Dec-14,4,4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",0.6,GM,0,0,0,0.6
13135010,01-Jan-13,31-Dec-14,5,19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.6,GM,0,0,0,1.6
13136000,01-Jan-13,31-Dec-14,1,1242,"Ice cream sandwich, vanilla, light, no sugar added",100,GM,0,0,0,100
13140100,01-Jan-13,31-Dec-14,1,19088,"Ice creams, vanilla, light",79,GM,0,0,0,79
13140100,01-Jan-13,31-Dec-14,2,4659,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",13.5,GM,0,0,0,13.5
13140100,01-Jan-13,31-Dec-14,3,19335,"Sugars, granulated",6.4,GM,0,0,0,6.4
13140100,01-Jan-13,31-Dec-14,4,19166,"Cocoa, dry powder, unsweetened, processed with alkali",1.1,GM,0,0,0,1.1
13140110,01-Jan-13,31-Dec-14,1,13140100,"Light ice cream, bar or stick, chocolate-coated (formerly ice milk)",60,GM,0,0,0,60
13140110,01-Jan-13,31-Dec-14,2,16389,"Peanuts, all types, oil-roasted, without salt",9,GM,0,0,0,9
13140450,01-Jan-13,31-Dec-14,1,13140500,"Light ice cream, cone, flavors other than chocolate (formerly ice milk)",100,GM,0,0,0,100
13140500,01-Jan-13,31-Dec-14,1,19096,"Ice creams, vanilla, light, soft-serve",60,GM,0,0,0,60
13140500,01-Jan-13,31-Dec-14,2,18271,"Ice cream cones, cake or wafer-type",5,GM,0,0,0,5
13140550,01-Jan-13,31-Dec-14,1,14429,"Beverages, water, tap, municipal",39.1,GM,0,0,0,39.1
13140550,01-Jan-13,31-Dec-14,2,19335,"Sugars, granulated",11.7,GM,0,0,0,11.7
13140550,01-Jan-13,31-Dec-14,3,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",6.7,GM,0,0,0,6.7
13140550,01-Jan-13,31-Dec-14,4,1003,"Butter oil, anhydrous",1.7,GM,0,0,0,1.7
13140550,01-Jan-13,31-Dec-14,5,19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",0.8,GM,0,0,0,0.8
13140550,01-Jan-13,31-Dec-14,6,18271,"Ice cream cones, cake or wafer-type",5,GM,0,0,0,5
13140570,01-Jan-13,31-Dec-14,1,19260,"Ice creams, vanilla, light, no sugar added",70,GM,0,0,0,70
13140570,01-Jan-13,31-Dec-14,2,18271,"Ice cream cones, cake or wafer-type",4,GM,0,0,0,4
13140570,01-Jan-13,31-Dec-14,3,16390,"Peanuts, all types, dry-roasted, without salt",5,GM,0,0,0,5
13140570,01-Jan-13,31-Dec-14,4,19348,"Syrups, chocolate, fudge-type",10,GM,0,0,0,10
13140575,01-Jan-13,31-Dec-14,1,1306,"Ice cream, lowfat, no sugar added, cone, added peanuts and chocolate sauce",100,GM,0,0,0,100
13140580,01-Jan-13,31-Dec-14,1,19265,"Ice creams, chocolate, light, no sugar added",70,GM,0,0,0,70
13140580,01-Jan-13,31-Dec-14,2,18271,"Ice cream cones, cake or wafer-type",4,GM,0,0,0,4
13140580,01-Jan-13,31-Dec-14,3,16390,"Peanuts, all types, dry-roasted, without salt",5,GM,0,0,0,5
13140580,01-Jan-13,31-Dec-14,4,19348,"Syrups, chocolate, fudge-type",10,GM,0,0,0,10
13140600,01-Jan-13,31-Dec-14,1,19088,"Ice creams, vanilla, light",65.5,GM,0,0,0,65.5
13140600,01-Jan-13,31-Dec-14,2,19348,"Syrups, chocolate, fudge-type",1,FO,10205,0,0,42.5
13140600,01-Jan-13,31-Dec-14,3,1052,"Cream, fluid, light whipping",1.5,TB,10334,0,0,22.406
13140630,01-Jan-13,31-Dec-14,1,19088,"Ice creams, vanilla, light",65.5,GM,0,0,0,65.5
13140630,01-Jan-13,31-Dec-14,2,19137,"Toppings, strawberry",2,TB,10205,0,0,42.5
13140630,01-Jan-13,31-Dec-14,3,1052,"Cream, fluid, light whipping",1.5,TB,10334,0,0,22.406
13140650,01-Jan-13,31-Dec-14,1,19088,"Ice creams, vanilla, light",65.5,GM,0,0,0,65.5
13140650,01-Jan-13,31-Dec-14,2,91304010,"Topping, butterscotch or caramel",2,TB,10205,0,0,42.5
13140650,01-Jan-13,31-Dec-14,3,1052,"Cream, fluid, light whipping",1.5,TB,10287,0,0,11.25
13140660,01-Jan-13,31-Dec-14,1,19096,"Ice creams, vanilla, light, soft-serve",124,GM,0,0,0,124
13140660,01-Jan-13,31-Dec-14,2,19348,"Syrups, chocolate, fudge-type",41,GM,0,0,0,41
13140670,01-Jan-13,31-Dec-14,1,19096,"Ice creams, vanilla, light, soft-serve",124,GM,0,0,0,124
13140670,01-Jan-13,31-Dec-14,2,19137,"Toppings, strawberry",41,GM,0,0,0,41
13140680,01-Jan-13,31-Dec-14,1,19096,"Ice creams, vanilla, light, soft-serve",124,GM,0,0,0,124
13140680,01-Jan-13,31-Dec-14,2,91304010,"Topping, butterscotch or caramel",41,GM,0,0,0,41
13140700,01-Jan-13,31-Dec-14,1,1302,"Light ice cream, Creamsicle",100,GM,0,0,0,100
13140710,01-Jan-13,31-Dec-14,1,43514,"Frozen novelties, ice type, pop, with low calorie sweetener",60,GM,0,0,0,60
13140710,01-Jan-13,31-Dec-14,2,1243,"Fat free ice cream, no sugar added, flavors other than chocolate",20,GM,0,0,0,20
13140900,01-Jan-13,31-Dec-14,1,19088,"Ice creams, vanilla, light",96,GM,0,0,0,96
13140900,01-Jan-13,31-Dec-14,2,19166,"Cocoa, dry powder, unsweetened, processed with alkali",4,GM,0,0,0,4
13142000,01-Jan-13,31-Dec-14,1,12109,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",16.5,GM,0,0,0,16.5
13142000,01-Jan-13,31-Dec-14,2,1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",15,GM,0,0,0,15
13142000,01-Jan-13,31-Dec-14,3,1053,"Cream, fluid, heavy whipping",2,GM,0,0,0,2
13142000,01-Jan-13,31-Dec-14,4,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",12,GM,0,0,0,12
13142000,01-Jan-13,31-Dec-14,5,19335,"Sugars, granulated",5.7,GM,0,0,0,5.7
13142000,01-Jan-13,31-Dec-14,6,14429,"Beverages, water, tap, municipal",48.8,GM,0,0,0,48.8
13150000,01-Jan-13,31-Dec-14,1,19097,"Sherbet, orange",100,GM,0,0,0,100
13160150,01-Jan-13,31-Dec-14,1,19265,"Ice cream, chocolate, no sugar added, fat free",100,GM,0,0,2,100
13160160,01-Jan-13,31-Dec-14,1,19867,"Ice creams, vanilla, fat free",100,GM,0,0,0,100
13160400,01-Jan-13,31-Dec-14,1,19867,"Ice creams, vanilla, fat free",100,GM,0,0,0,100
13160410,01-Jan-13,31-Dec-14,1,42131,"Milk dessert, frozen, milk-fat free, chocolate",100,GM,0,0,0,100
13160420,01-Jan-13,31-Dec-14,1,19867,"Ice creams, vanilla, fat free",100,GM,0,0,0,100
13161000,01-Jan-13,31-Dec-14,1,1244,"Milk dessert bar, frozen, made from lowfat milk",100,GM,0,0,0,100
13161500,01-Jan-13,31-Dec-14,1,19096,"Ice creams, vanilla, light, soft-serve",76.2,GM,0,0,0,76.2
13161500,01-Jan-13,31-Dec-14,2,19335,"Sugars, granulated",7.1,GM,0,0,0,7.1
13161500,01-Jan-13,31-Dec-14,3,20481,"Wheat flour, white, all-purpose, unenriched",14.5,GM,0,0,0,14.5
13161500,01-Jan-13,31-Dec-14,4,4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",0.6,GM,0,0,0,0.6
13161500,01-Jan-13,31-Dec-14,5,19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.6,GM,0,0,0,1.6
13161520,01-Jan-13,31-Dec-14,1,18157,"Cookies, chocolate wafers",62,GM,0,0,0,62
13161520,01-Jan-13,31-Dec-14,2,19096,"Ice creams, vanilla, light, soft-serve",38,GM,0,0,0,38
13161600,01-Jan-13,31-Dec-14,1,19871,"Frozen novelties, No Sugar Added, FUDGSICLE pops",100,GM,0,0,0,100
13161630,01-Jan-13,31-Dec-14,1,42074,"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",100,GM,0,0,0,100
13170000,01-Jan-13,31-Dec-14,1,19095,"Ice creams, vanilla",1,QT,10205,0,0,592
13170000,01-Jan-13,31-Dec-14,2,1124,"Egg, white, raw, fresh",4,,62743,101,0,132
13170000,01-Jan-13,31-Dec-14,3,19335,"Sugars, granulated",0.5,C,10205,0,0,100
13170000,01-Jan-13,31-Dec-14,4,1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",23.6,GM,0,2151,0,23.6
13170000,01-Jan-13,31-Dec-14,5,19335,"Sugars, granulated",86.4,GM,0,0,0,86.4
13170000,01-Jan-13,31-Dec-14,6,1123,"Egg, whole, raw, fresh",86.4,GM,0,101,0,86.4
13170000,01-Jan-13,31-Dec-14,7,20084,"Wheat flour, white, cake, enriched",86.4,GM,0,301,0,86.4
13170000,01-Jan-13,31-Dec-14,8,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1.3,GM,0,0,0,1.3
13170000,01-Jan-13,31-Dec-14,9,2047,"Salt, table",0.6,GM,0,0,0,0.6
13170000,01-Jan-13,31-Dec-14,10,14411,"Beverages, water, tap, drinking",0.3,GM,0,0,0,0.3
13170000,01-Jan-13,31-Dec-14,11,4610,"Margarine, regular, 80% fat, composite, stick, with salt",42.2,GM,0,0,4,42.2
13200110,01-Jan-13,31-Dec-14,1,19183,"Puddings, chocolate, ready-to-eat",100,GM,0,0,0,100
13210110,01-Jan-13,31-Dec-14,1,11100000,"Milk, NFS",2,C,10205,2153,0,488
13210110,01-Jan-13,31-Dec-14,2,81102010,"Margarine, stick, salted",1,TB,10205,0,4,14.188
13210110,01-Jan-13,31-Dec-14,3,19334,"Sugars, brown",0.25,C,10187,0,0,36.25
13210110,01-Jan-13,31-Dec-14,4,2010,"Spices, cinnamon, ground",1,TS,22000,0,0,2.6
13210110,01-Jan-13,31-Dec-14,5,2025,"Spices, nutmeg, ground",0.5,TS,22000,0,0,1.1
13210110,01-Jan-13,31-Dec-14,6,2052,"Vanilla extract, imitation, no alcohol",0.5,TS,10205,0,0,2.167
13210110,01-Jan-13,31-Dec-14,7,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
13210110,01-Jan-13,31-Dec-14,8,18069,"Bread, white, commercially prepared (includes soft bread crumbs)",4,,64355,301,0,112
13210110,01-Jan-13,31-Dec-14,9,9298,"Raisins, seedless",0.5,C,10206,251,0,72.5
13210110,01-Jan-13,31-Dec-14,10,2047,"Salt, table",0.25,TS,10205,0,5,1.5
13210150,01-Jan-13,31-Dec-14,1,18069,"Bread, white, commercially prepared (includes soft bread crumbs)",1,LB,0,301,0,453.6
13210150,01-Jan-13,31-Dec-14,2,1096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",2,,60507,2152,0,738
13210150,01-Jan-13,31-Dec-14,3,1123,"Egg, whole, raw, fresh",4,,60919,101,0,200
13210150,01-Jan-13,31-Dec-14,4,19335,"Sugars, granulated",1,C,10205,0,0,200
13210150,01-Jan-13,31-Dec-14,5,9298,"Raisins, seedless",0.5,C,10206,251,0,72.5
13210150,01-Jan-13,31-Dec-14,6,81102010,"Margarine, stick, salted",4,TB,22000,0,4,56.4
13210150,01-Jan-13,31-Dec-14,7,2047,"Salt, table",0.5,TS,10205,0,5,3
13210150,01-Jan-13,31-Dec-14,8,20081,"Wheat flour, white, all-purpose, enriched, bleached",3,TB,10205,301,0,23.438
13210150,01-Jan-13,31-Dec-14,9,14411,"Beverages, water, tap, drinking",1,TS,10205,0,0,4.938
13210160,01-Jan-13,31-Dec-14,1,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",2,C,10205,2152,0,488
13210160,01-Jan-13,31-Dec-14,2,1123,"Egg, whole, raw, fresh",6,,60919,101,0,300
13210160,01-Jan-13,31-Dec-14,3,2010,"Spices, cinnamon, ground",0.5,TS,22000,0,0,1.3
13210160,01-Jan-13,31-Dec-14,4,9156,"Lemon peel, raw",1,TB,21000,0,0,6
13210160,01-Jan-13,31-Dec-14,5,19335,"Sugars, granulated",1,C,10205,0,0,200
13210160,01-Jan-13,31-Dec-14,6,2047,"Salt, table",0.125,TS,10205,0,0,0.75
13210160,01-Jan-13,31-Dec-14,7,9100,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, heavy syrup, solids and liquids",1,C,10205,151,0,248
13210160,01-Jan-13,31-Dec-14,8,18120,"Cake, pound, commercially prepared, butter (includes fresh and frozen)",300,GM,0,301,0,300
13210160,01-Jan-13,31-Dec-14,9,14411,"Beverages, water, tap, drinking",1,TS,10205,0,0,4.938
13210180,01-Jan-13,31-Dec-14,1,18030,"Bread, french or vienna, toasted (includes sourdough)",16,,64018,0,0,416
13210180,01-Jan-13,31-Dec-14,2,4002,Lard,4,TB,10205,0,4,51.25
13210180,01-Jan-13,31-Dec-14,3,4654,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",54.5,GM,0,0,4,54.5
13210180,01-Jan-13,31-Dec-14,4,19334,"Sugars, brown",2,C,10126,0,0,440
13210180,01-Jan-13,31-Dec-14,5,14411,"Beverages, water, tap, drinking",2,C,10205,0,0,474
13210180,01-Jan-13,31-Dec-14,6,2010,"Spices, cinnamon, ground",0.5,TS,22000,0,0,1.3
13210180,01-Jan-13,31-Dec-14,7,1165,"Cheese, mexican, queso anejo",4,WO,0,1,0,113.4
13210180,01-Jan-13,31-Dec-14,8,9298,"Raisins, seedless",0.5,C,10206,251,0,72.5
13210180,01-Jan-13,31-Dec-14,9,12062,"Nuts, almonds, blanched",0.5,C,10245,2201,0,72.5
13210180,01-Jan-13,31-Dec-14,10,1001,"Butter, salted",3,TB,10205,0,4,42.563
13210180,01-Jan-13,31-Dec-14,11,9004,"Apples, raw, without skin",1.5,,62723,151,0,192
13210190,01-Jan-13,31-Dec-14,1,18030,"Bread, french or vienna, toasted (includes sourdough)",16,,64355,0,0,944
13210190,01-Jan-13,31-Dec-14,2,4002,Lard,1,TB,10205,0,4,12.813
13210190,01-Jan-13,31-Dec-14,3,4654,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",13.625,GM,0,0,4,13.625
13210190,01-Jan-13,31-Dec-14,4,19334,"Sugars, brown",2,C,10126,0,0,440
13210190,01-Jan-13,31-Dec-14,5,14429,"Beverages, water, tap, municipal",2,C,10205,0,0,474
13210190,01-Jan-13,31-Dec-14,6,2010,"Spices, cinnamon, ground",0.5,TS,22000,0,0,1.3
13210190,01-Jan-13,31-Dec-14,7,1165,"Cheese, mexican, queso anejo",4,WO,0,1,0,113.4
13210190,01-Jan-13,31-Dec-14,8,9298,"Raisins, seedless",0.5,C,10206,251,0,72.5
13210190,01-Jan-13,31-Dec-14,9,12062,"Nuts, almonds, blanched",0.5,C,10245,2201,0,72.5
13210190,01-Jan-13,31-Dec-14,10,1001,"Butter, salted",1,TB,10205,0,4,14.188
13210190,01-Jan-13,31-Dec-14,11,9004,"Apples, raw, without skin",1.5,,62723,151,0,192
13210220,01-Jan-13,31-Dec-14,1,19183,"Puddings, chocolate, ready-to-eat",100,GM,0,0,0,100
13210250,01-Jan-13,31-Dec-14,1,19235,"Puddings, chocolate, ready-to-eat, fat free",100,GM,0,0,0,100
13210260,01-Jan-13,31-Dec-14,1,20044,"Rice, white, long-grain, regular, raw, enriched",6,TB,10205,432,0,69.375
13210260,01-Jan-13,31-Dec-14,2,2047,"Salt, table",0.75,TS,10205,0,0,4.5
13210260,01-Jan-13,31-Dec-14,3,19335,"Sugars, granulated",5,TB,10205,0,0,62.5
13210260,01-Jan-13,31-Dec-14,4,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",2,C,10205,2151,0,488
