Survey weight
60045.772497
10074.150074
9234.055759
24655.376656
11602.178638
7920.812275
18849.664396
5436.2409
89196.705435
25651.32401
10026.335937
8620.700311
58059.118751
80217.462635
7390.023578
31071.384188
28575.69349
54933.708888
22468.669764
32089.390162
27076.431419
34106.143871
89649.812452
10847.196379
39647.318256
42400.090423
19889.421444
75587.645149
22501.080152
41016.66646
24716.794479
28654.825523
118218.479697
99236.780996
10520.565264
20510.371506
105858.489084
93455.823604
18849.055115
23928.571735
16204.274814
23260.828945
22837.22915
106265.339604
9299.250643
13450.09872
27716.515754
18849.664396
126521.962469
60045.772497
55349.090094
4866.538172
27598.590118
36982.505581
69518.126377
34984.678721
18729.940765
24497.104606
30723.814105
85620.508376
5855.017144
19823.192378
41174.671402
6449.488543
13812.587761
85620.508376
22393.592918
29840.2367
27658.176919
7674.429627
22359.636542
20631.730126
36050.492264
51905.135702
7405.503199
24323.073021
42118.893027
104430.826165
40952.531203
26403.704902
77873.857962
6082.458728
20147.939859
26750.644921
9110.641805
23272.046805
53155.162373
28069.713244
93809.748799
8106.821763
85297.903679
31882.733001
44342.529836
34121.512801
31602.188917
18832.378972
51939.933025
19714.519644
8112.485364
14126.45753
110537.619006
22521.085841
22837.22915
8297.073173
88241.820701
21071.845405
48737.532366
22501.080152
28867.392056
32773.269768
17218.351848
22963.497243
24655.376656
33079.971788
108970.069956
147472.718829
83611.800559
23634.836893
76423.006252
70814.008943
35204.234187
8380.580277
10843.372199
20783.50754
32773.269768
25289.461963
117393.474332
68695.348543
63922.778367
28575.69349
11330.11148
9586.988453
7395.03803
13049.920045
21694.302536
22734.411364
47353.391877
32335.496858
36049.108826
70464.127437
27640.921197
27906.909089
14701.500104
50005.945699
60045.772497
34121.512801
25402.09645
14694.738072
21712.903609
27161.468785
27494.620552
78103.146596
33843.656774
21137.582644
38635.430349
32523.015452
32582.253664
22515.584045
34045.070616
55493.890326
19562.483321
90669.421665
46498.750729
7035.433229
80125.79492
60818.203061
37991.39528
21287.539708
10618.758605
19571.252756
34680.531542
89196.705435
14930.733201
55093.854732
33847.189621
15859.560652
27343.591798
26865.05614
40315.043248
12292.220163
40803.375019
32783.509304
28376.174808
20869.697194
34962.524876
36324.339345
30725.694073
16765.477336
6826.367236
37066.102267
55992.472187
16765.477336
4993.354504
75893.637085
20701.418504
68070.914505
27598.590118
26357.252529
75823.550281
74260.405491
10981.486525
23443.193813
27834.934193
53823.292152
24323.073021
33018.735003
117384.329161
90397.298652
8668.614011
36842.039433
57266.120705
37309.025459
56696.243359
6551.494076
29781.655062
72640.649711
15181.783344
28522.4519
30429.893211
8175.632041
89129.788017
21422.074519
16759.554881
22183.990399
30723.814105
25045.449386
82416.960442
17559.001327
23162.202225
78517.743724
25897.950937
30955.032038
33098.089001
71760.725127
6869.463774
17438.466892
27429.857123
11604.257529
37829.223071
101729.796882
99152.804056
109447.547106
15003.797013
31912.967252
24660.579818
28522.4519
23260.828945
35931.65342
120766.666868
13798.105578
76423.006252
32769.212518
32632.070023
21203.710587
30964.789205
80702.135415
21287.539708
29506.019829
91163.602981
20739.085984
78786.975315
23222.662684
32562.234593
31371.887336
83817.878964
20596.734439
79515.783969
48520.707081
27368.68005
10286.899597
27829.191613
27624.627284
36849.62575
25749.173688
84862.505573
9062.468601
86203.978125
36515.87322
7992.552615
7733.840654
7433.242495
12515.91336
6466.100039
87859.224417
18109.150784
24717.403075
96356.539027
15820.366133
9016.925377
12749.523628
21381.642934
33401.740994
61219.800211
108063.023578
17305.031621
11914.619799
6603.727365
8156.464418
23234.99589
39874.080798
17678.496484
32585.057678
14178.304322
103594.939214
72687.729738
21381.642934
24085.766501
36072.809279
21841.983645
81436.644062
21995.676549
14278.120464
13589.547634
60255.318308
8168.3632
26839.741667
100881.764104
61442.886787
99104.022018
65603.446837
56250.232171
83611.800559
7360.980165
60831.929455
82204.97324
5069.118834
54933.708888
89720.579842
121835.963859
16682.167262
25049.774982
90589.783782
9237.394401
18399.155619
26296.905646
15985.511397
28673.74001
124186.84371
8106.386671
20951.541252
5790.109961
16308.961169
16735.181312
10477.870776
103314.910031
21163.080241
15642.990119
18729.940765
6806.335901
10339.849608
10354.790046
43783.43882
11640.961472
33155.52887
54896.95941
16309.944093
38732.566958
69854.209641
28799.388106
11074.33629
104692.638304
32385.361508
20802.0354
53081.962937
74859.232379
12993.707815
27611.391314
26003.648767
11761.238509
31777.057756
138545.819659
6690.582692
28162.443564
23609.411602
77630.125477
90365.106516
43365.551616
3723.041072
88547.501904
112349.118977
92841.329167
4135.248957
13027.586637
87860.074551
62197.878131
79515.783969
5514.096611
44342.529836
80330.170581
40171.243101
80318.837779
61219.800211
33707.99601
9851.159732
21119.897392
34382.800119
11008.37228
88752.73057
6782.744156
39719.010343
21953.052138
6823.284501
19698.45232
21580.651504
74814.454893
10633.552112
87175.405044
29526.472642
10689.521582
11266.650453
45813.644326
104430.826165
52349.834295
45081.963346
14558.447342
17312.522839
21802.812861
6589.074196
56552.815201
60045.772497
87143.08316
33177.054315
12924.513006
89777.899747
9325.327662
29668.50185
120348.956842
19347.377468
15128.868113
87318.155581
87175.405044
67688.889692
14390.591611
31506.985628
32005.290041
21909.970721
24259.945581
16759.554881
43058.15259
24271.764925
17959.179799
28058.000784
10754.111554
82477.366737
30702.717318
15497.577473
31602.188917
8410.121353
33829.743671
18826.238688
35931.65342
26006.077809
111928.644159
82025.925915
11585.678259
5972.103252
27169.331759
15147.500619
47353.391877
75785.340358
10667.144999
27828.255867
10079.686715
6165.349851
63760.146247
26493.364124
27225.407194
11111.658746
13131.035139
27842.72974
118595.311978
7888.875108
36128.641686
24752.7181
29696.592292
28690.876512
67781.940802
23475.937189
83513.276786
82477.366737
72664.946495
79782.889051
24672.59435
80330.170581
24497.104606
25242.683944
8750.827258
34519.211649
24647.070587
102738.312492
79128.033747
30175.848264
12599.7175
17218.351848
51939.933025
12817.527786
41938.830842
18848.049781
21012.851117
109478.826841
17312.522839
28491.781085
34539.296683
25217.676216
23050.202454
11071.200157
120766.666868
8150.919915
60045.772497
29596.698601
13174.38127
47353.391877
34984.678721
32881.124637
31153.796722
72431.457691
26846.44911
9299.250643
106896.049528
19979.794676
13268.508142
21169.163131
7187.413631
24272.237483
14561.451491
22311.77178
41119.99046
13327.749219
62187.260445
62009.20742
9845.974011
12093.874566
20739.085984
60876.39607
23657.581166
23856.928554
24259.945581
25965.260671
22782.747231
31761.29104
107616.681558
28439.534007
13578.358805
93455.823604
12352.537342
13066.104799
18536.01857
41825.345085
19831.576302
20783.50754
18407.644036
94972.686978
11111.658746
26177.622694
80492.310191
33472.258825
62555.797465
60876.39607
15971.435876
36352.060374
25531.821822
10456.806614
10464.601448
36761.116812
11355.758146
24316.353467
34071.49686
16957.467729
60606.699744
67169.664642
28546.663415
10712.227355
26846.44911
96945.077908
5553.664783
20347.990731
11230.090041
82477.366737
24080.685299
36089.391853
22393.592918
20526.889228
26966.547544
70921.272916
23582.681748
103633.788193
28256.72288
86850.4988
45850.940766
107182.940467
13027.586637
37779.079256
4944.939555
96356.539027
7295.689187
18580.625831
21067.498107
13044.923164
13036.45715
36049.108826
13174.38127
61189.991353
26942.895307
21444.912763
13949.396808
47869.113752
10802.895291
12700.193506
60214.153243
119313.623148
57203.137128
31151.597076
28484.217181
18051.165746
19553.991349
21995.405842
60606.699744
45097.508934
24747.683472
28409.428648
24781.846199
75847.304267
21225.54399
28099.992295
34045.559703
6166.627691
98779.211784
23114.102693
31039.176147
91890.205962
67169.664642
38215.650102
14561.451491
30723.814105
10818.285537
7073.789537
15971.435876
22029.485614
106265.339604
39828.184259
28816.519396
23086.043293
192770.730057
8792.021964
24672.59435
9902.585886
9257.389599
133678.226809
90957.148327
26008.385972
20988.113859
31487.213368
42345.524718
90397.298652
56250.232171
107616.681558
94790.868854
19616.936852
39464.290636
25222.867333
80353.085285
23648.714716
28358.235829
8711.437723
25381.653207
7290.554173
32582.253664
23221.452301
57654.921351
20346.765857
14808.856805
17177.76849
24268.438368
73275.432398
21640.46941
48443.397077
31151.597076
5685.515005
64097.944824
23685.5234
21853.19142
5814.814791
14787.206858
