Food code,Start date,End date,Moisture change,Fat change,Type of fat
13142000,1/1/2011,12/31/2012,0,0,0
13150000,1/1/2011,12/31/2012,0,0,0
13160150,1/1/2011,12/31/2012,0,0,0
13160160,1/1/2011,12/31/2012,0,0,0
13160400,1/1/2011,12/31/2012,0,0,0
13160410,1/1/2011,12/31/2012,0,0,0
13160420,1/1/2011,12/31/2012,0,0,0
13161000,1/1/2011,12/31/2012,0,0,0
13161500,1/1/2011,12/31/2012,0,0,0
13161520,1/1/2011,12/31/2012,0,0,0
13161600,1/1/2011,12/31/2012,0,0,0
13161630,1/1/2011,12/31/2012,0,0,0
13170000,1/1/2011,12/31/2012,-3.1,0,0
13200110,1/1/2011,12/31/2012,0,0,0
13210110,1/1/2011,12/31/2012,-10,0,0
13210150,1/1/2011,12/31/2012,-16.6,0,0
13210160,1/1/2011,12/31/2012,-34.6,0,0
13210180,1/1/2011,12/31/2012,0,0,0
13210190,1/1/2011,12/31/2012,-5.5,0,0
13210220,1/1/2011,12/31/2012,0,0,0
13210250,1/1/2011,12/31/2012,0,0,0
13210260,1/1/2011,12/31/2012,-18.9,0,0
13210270,1/1/2011,12/31/2012,-20.7,0,0
13210280,1/1/2011,12/31/2012,0,0,0
13210290,1/1/2011,12/31/2012,0,0,0
13210300,1/1/2011,12/31/2012,-10,0,0
13210350,1/1/2011,12/31/2012,-10,0,0
13210410,1/1/2011,12/31/2012,0,0,0
13210450,1/1/2011,12/31/2012,-1.8,0,0
13210500,1/1/2011,12/31/2012,-10,0,0
13210520,1/1/2011,12/31/2012,-10,0,0
13210530,1/1/2011,12/31/2012,-10,0,0
13210610,1/1/2011,12/31/2012,-1.5,0,0
13210710,1/1/2011,12/31/2012,-13,0,0
13210750,1/1/2011,12/31/2012,0,0,0
13210810,1/1/2011,12/31/2012,-11.7,0,0
13210820,1/1/2011,12/31/2012,-45,0,0
13220110,1/1/2011,12/31/2012,-1.5,0,0
13220120,1/1/2011,12/31/2012,-1.5,0,0
13220210,1/1/2011,12/31/2012,0,0,0
13220220,1/1/2011,12/31/2012,0,0,0
13220230,1/1/2011,12/31/2012,0,0,0
13220235,1/1/2011,12/31/2012,0,0,0
